id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
163,"Adamrich1987","How about this stop advertising ""Green energy"" electric plans if they want 100% wind and solar on overcast days with no wind cut the power to those houses and see how far that electric car goes!","Ugw5AZ01P-t8n_k7jnZ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw5AZ01P-t8n_k7jnZ4AaABAg","2021-10-21 13:37:29",0,"How about this stop advertising ""Green energy"" electric plans if they want 100% wind and solar on overcast days with no wind cut the power to those houses and see how far that electric car goes!","http://www.youtube.com/channel/UC3CbHKuw8gkFBOsN1r76OlQ",
164,"Andrew Boush","The Left has been inventing three letter acronyms to ruin our lives for at least 60 years.","UgzxiedO25M-T3qB5BN4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzxiedO25M-T3qB5BN4AaABAg","2021-10-21 13:31:14",0,"The Left has been inventing three letter acronyms to ruin our lives for at least 60 years.","http://www.youtube.com/channel/UCcaIL4EQfAnK5MbIKkkOvoQ",
165,"jim smith","Why did the narrator leave out what klaus Schwab really meant? \'....selfish values such as SHORT term profits\' Why can\'t these right wing groups be honest ( okay right wing groups seem to be more honest than the left wing groups) but still Mr. Schwab may be correct when he talks about SHORT term profits. Remember this lead to the epic disaster of the derivative market during the 2007-2008 housing bubble and financial collapse of many institutions","UgxAUXapRDN-iIAytDB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxAUXapRDN-iIAytDB4AaABAg","2021-10-21 13:26:33",1,"Why did the narrator leave out what klaus Schwab really meant? \'....selfish values such as SHORT term profits\' Why can\'t these right wing groups be honest ( okay right wing groups seem to be more honest than the left wing groups) but still Mr. Schwab may be correct when he talks about SHORT term profits. Remember this lead to the epic disaster of the derivative market during the 2007-2008 housing bubble and financial collapse of many institutions","http://www.youtube.com/channel/UCUWPwZ5OZGoTHuRFv3HvM8g",
166,"𝘿!𝙘𝙠 Riding ǤƗяℓ Nora","Every day I feel more and more alone in seeing that the emperor isn\'t wearing clothes: Are these corporations so lacking in self-awareness, so divorced from reality and the human experience, that they don\'t understand how creepy it is when a corporation mistakes themselves for a government? Let\'s ignore the question of just how valid the pseudo-moral values behind E, S and G are -- why is it a corporation\'s job to reshape the world? Isn\'t that exactly the sort of dystopia that liberals said would happen if corpos weren\'t reined in, because *it\'s a bad thing*?","UgxAUXapRDN-iIAytDB4AaABAg.9TldaN7yBUG9UMQMzgbn6K","jim smith",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxAUXapRDN-iIAytDB4AaABAg.9TldaN7yBUG9UMQMzgbn6K","2021-11-05 05:33:24",0,"Every day I feel more and more alone in seeing that the emperor isn\'t wearing clothes: Are these corporations so lacking in self-awareness, so divorced from reality and the human experience, that they don\'t understand how creepy it is when a corporation mistakes themselves for a government? Let\'s ignore the question of just how valid the pseudo-moral values behind E, S and G are -- why is it a corporation\'s job to reshape the world? Isn\'t that exactly the sort of dystopia that liberals said would happen if corpos weren\'t reined in, because *it\'s a bad thing*?","http://www.youtube.com/channel/UC_kAJiBtcTjZTkbgwWE1eiA",
167,"Trippington Productions  Co.","All my homies hate oil companies","UgyTR4sHGOB6fghJJzZ4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyTR4sHGOB6fghJJzZ4AaABAg","2021-10-21 13:15:11",1,"All my homies hate oil companies","http://www.youtube.com/channel/UCtg9G8THZUcx2JMaEIF-E-A",
168,"ᶠᵘᶜ-ᵏ ᵐᵉ cнёcк ʍʏ ρяσfιℓ","Funny thing is...the companies that are not profitable will fail when competing against those that do. To quote the great Milton Friedman regarding capitalism ""When you find a system that has done more good for more people let me know.""","UgyTR4sHGOB6fghJJzZ4AaABAg.9TlcI2t3yVD9U7xl5GpfO0","Trippington Productions  Co.",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyTR4sHGOB6fghJJzZ4AaABAg.9TlcI2t3yVD9U7xl5GpfO0","2021-10-30 14:45:19",0,"Funny thing is...the companies that are not profitable will fail when competing against those that do. To quote the great Milton Friedman regarding capitalism ""When you find a system that has done more good for more people let me know.""","http://www.youtube.com/channel/UC1SQub7I9i5NATL8cTO8PmA",
169,"Colin S","If income inequality or race  gender conflicts ARE issues within a company, they should identify those things and try to get rid of them. But in a lot of cases companies are trying to extinguish a non-existent fire 🤷🏻‍♂️","Ugwc2oIN_YjETDG_LeV4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwc2oIN_YjETDG_LeV4AaABAg","2021-10-21 11:50:15",0,"If income inequality or race  gender conflicts ARE issues within a company, they should identify those things and try to get rid of them. But in a lot of cases companies are trying to extinguish a non-existent fire 🤷🏻‍♂️","http://www.youtube.com/channel/UCOJOePa8aw-oQrH_fpXeXLQ",
170,"wa hoo","Take away incentives, lose progress","UgyxZscwgA8G49rwoA54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyxZscwgA8G49rwoA54AaABAg","2021-10-21 11:45:54",1,"Take away incentives, lose progress","http://www.youtube.com/channel/UC9eOMSbOCV525rFPVaLhiBQ",
171,"𝘿!𝙘𝙠 Riding ǤƗяℓ Aurora","Let\'s Go Brandon!","UgyxZscwgA8G49rwoA54AaABAg.9TlT48MDugY9UPQXUpFgyk","wa hoo",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyxZscwgA8G49rwoA54AaABAg.9TlT48MDugY9UPQXUpFgyk","2021-11-06 09:32:33",0,"Let\'s Go Brandon!","http://www.youtube.com/channel/UC9W4WMmo2MD2_gxkHuugydQ",
172,"Marcus Aurelius","You\'ll own nothing, and you\'ll like it. CS","UgxWZtt3XqS0kXLVYTh4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxWZtt3XqS0kXLVYTh4AaABAg","2021-10-21 11:40:52",0,"You\'ll own nothing, and you\'ll like it. CS","http://www.youtube.com/channel/UCD3USg1Pcd9V2MUlzjqneSQ",
173,"Enrique Avilés","If the only measure of Capitalism is money, as claimed in this video, then there\'s nothing wring with pointing a gun to someone in order to get it. Right? We all know it is not. Development is not one-sided, building for oneself shouldn\'t mean destructing for others.","Ugwx5tsRo21Kn7y6IlB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwx5tsRo21Kn7y6IlB4AaABAg","2021-10-21 10:35:18",1,"If the only measure of Capitalism is money, as claimed in this video, then there\'s nothing wring with pointing a gun to someone in order to get it. Right? We all know it is not. Development is not one-sided, building for oneself shouldn\'t mean destructing for others.","http://www.youtube.com/channel/UCsrgFrC8RSoZW34ykYGKdVw",
174,"ᶠᵘᶜ-ᵏ ᵐᵉ cнёcк ʍʏ ρяσfιℓ","The whole profit from electric and wind power wouldn\'t be true if it wasn\'t for government subsidies","Ugwx5tsRo21Kn7y6IlB4AaABAg.9TlL-6KsO2V9ULI_XqUQwo","Enrique Avilés",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwx5tsRo21Kn7y6IlB4AaABAg.9TlL-6KsO2V9ULI_XqUQwo","2021-11-04 19:06:06",0,"The whole profit from electric and wind power wouldn\'t be true if it wasn\'t for government subsidies","http://www.youtube.com/channel/UC6MKCOjLNLOzBNpytnyYrGQ",
175,"Chris Taylor","The most important point missed in this video is capitalism takes power away from the authority and gives it to the individual citizen. You the individual of a company based upon your choice to do business with them or not. This can be for any reason including people becoming aware of the good or bad values of the organization.","UgyzPPFaeeFVyhGop254AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyzPPFaeeFVyhGop254AaABAg","2021-10-21 10:22:58",0,"The most important point missed in this video is capitalism takes power away from the authority and gives it to the individual citizen. You the individual of a company based upon your choice to do business with them or not. This can be for any reason including people becoming aware of the good or bad values of the organization.","http://www.youtube.com/channel/UCK6cYn458UvoTDUUz_r8hxA",
176,"Liz","What I don’t like is company’s being able to do what they want and pay a fine for breaking the rules. The fines should kill their profits. Example, dumping toxic waste in a lake and paying an$100,000 fine. Not cool.","UgwrA0SF71aIrDAt0xR4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwrA0SF71aIrDAt0xR4AaABAg","2021-10-21 10:02:53",0,"What I don’t like is company’s being able to do what they want and pay a fine for breaking the rules. The fines should kill their profits. Example, dumping toxic waste in a lake and paying an$100,000 fine. Not cool.","http://www.youtube.com/channel/UCZ_oV-qxOVpLfDKk4m9VlHg",
177,"TheGodfather101","When the reward is great. The effort will be great.","UgxJzOJ-iSzOTVqQVCV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxJzOJ-iSzOTVqQVCV4AaABAg","2021-10-21 09:56:04",0,"When the reward is great. The effort will be great.","http://www.youtube.com/channel/UCa-wwh6yuTXfAUibZlW-2tA",
178,"Oran Culpepper","Let\'s go Brandon","UgwcjyiOvxw9bzza7g54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwcjyiOvxw9bzza7g54AaABAg","2021-10-21 09:35:07",0,"Let\'s go Brandon","http://www.youtube.com/channel/UCiMIibrv_Cd-RsYsLXmxm4g",
179,"Jack","If they are the first to give up their fortune and power, then I\'ll listen to what they think.","UgwnRsUWjYv1NiHuoyB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwnRsUWjYv1NiHuoyB4AaABAg","2021-10-21 09:30:54",0,"If they are the first to give up their fortune and power, then I\'ll listen to what they think.","http://www.youtube.com/channel/UCRl1RAhUOYs2aTXh83t3X2A",
180,"O Fenómeno","Who saved more trees: Greenpeace or USB memory manufacturers?","UgyhkEM38a9jT6f4th94AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyhkEM38a9jT6f4th94AaABAg","2021-10-21 09:00:09",0,"Who saved more trees: Greenpeace or USB memory manufacturers?","http://www.youtube.com/channel/UCPIqp7ccwHdiygGLd0Hyjig",
181,"Mika Kotikoski","WEF = Fasc*sts Nouveaux","UgypF0-ARao3KIervU94AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgypF0-ARao3KIervU94AaABAg","2021-10-21 08:49:49",0,"WEF = Fasc*sts Nouveaux","http://www.youtube.com/channel/UClkkqexjCUPhzkSi6egbVuA",
182,"John Undefined","I want to be completely fair. Capitalism does not, of itself, lead to safe working conditions. You may think OSHA and MSHA go overboard. But they exist because working conditions were not safe. Employees will work for you if they see themselves better off with your job than without it. It is a mutually beneficial transaction. But making people better off than having a starving family with no recourse is a low bar indeed.","Ugwa6AflijwLfJAQRll4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwa6AflijwLfJAQRll4AaABAg","2021-10-21 08:43:34",0,"I want to be completely fair. Capitalism does not, of itself, lead to safe working conditions. You may think OSHA and MSHA go overboard. But they exist because working conditions were not safe. Employees will work for you if they see themselves better off with your job than without it. It is a mutually beneficial transaction. But making people better off than having a starving family with no recourse is a low bar indeed.","http://www.youtube.com/channel/UCm5bNDrNddGWPwJ-fyiHMIw",
183,"Vishal Praveen","PragerU finally saying the quiet part loud","UgzgcMgJluXPs5EOUYB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzgcMgJluXPs5EOUYB4AaABAg","2021-10-21 08:40:09",0,"PragerU finally saying the quiet part loud","http://www.youtube.com/channel/UC-hdWcIQERyVatVvNtepRcg",
184,"Joe Iglesias","👍🏼","UgzV0skNOZk1C9GpbhV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzV0skNOZk1C9GpbhV4AaABAg","2021-10-21 08:30:30",0,"👍🏼","http://www.youtube.com/channel/UCiAbgnKz9GRg5ewI3mIqZSQ",
185,"Mitzo plick","Klaus Schwab has already secured his wealth, it is easy for him now to want to change the game.","Ugwaz-15giqSI9y6mhl4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwaz-15giqSI9y6mhl4AaABAg","2021-10-21 08:19:23",0,"Klaus Schwab has already secured his wealth, it is easy for him now to want to change the game.","http://www.youtube.com/channel/UCiDT0wAvt_QZVe6jzxTvk9w",
186,"Evan Schaffrath","Get woke, go broke, without hope","UgwrjlVKi04YQyO20Tl4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwrjlVKi04YQyO20Tl4AaABAg","2021-10-21 07:55:24",0,"Get woke, go broke, without hope","http://www.youtube.com/channel/UCh9c1vSB3rIYpo1zFvojcJg",
187,"Paul Efstathiou","It\'s no secret that the MARXIST Movement Woke "" Crowd "" is all about CONTROL : Your money , your mind , AND your Freedom .","UgzPDQTvQ9YI90AIDId4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzPDQTvQ9YI90AIDId4AaABAg","2021-10-21 07:51:11",0,"It\'s no secret that the MARXIST Movement Woke "" Crowd "" is all about CONTROL : Your money , your mind , AND your Freedom .","http://www.youtube.com/channel/UC1Ub2vaIaJJTczYpLAmGPrw",
188,"R Vandy","ESG had to be thought up by the tenured academia who are on a salary and never had to compete in the real world. You could teach or work in the Biden administration! No wonder they can’t seem to even get out of their own way","UgwKTIJmPlMc2Wyn53N4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwKTIJmPlMc2Wyn53N4AaABAg","2021-10-21 07:45:05",0,"ESG had to be thought up by the tenured academia who are on a salary and never had to compete in the real world. You could teach or work in the Biden administration! No wonder they can’t seem to even get out of their own way","http://www.youtube.com/channel/UC6m99gR0gHg6fu_Fd3GA4_g",
189,"RanMouri82","My first thought was, ""What the heck is ESG?"" As soon as I heard ESG stood for Environmental Social Governance, I figured out, ""Oh, leftism."" Ideologues don\'t make money, but waste other people\'s money.","UgwCyaGNPZ0ns_O97AF4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwCyaGNPZ0ns_O97AF4AaABAg","2021-10-21 07:43:16",0,"My first thought was, ""What the heck is ESG?"" As soon as I heard ESG stood for Environmental Social Governance, I figured out, ""Oh, leftism."" Ideologues don\'t make money, but waste other people\'s money.","http://www.youtube.com/channel/UCcKRAdj8JmhDar3dtQczwHQ",
190,"Anicetus 56","From your lips to God\'s ears. If only we taught Capitalism in our public schools!","UgzQQ_OBk_hdVt6Gi3J4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzQQ_OBk_hdVt6Gi3J4AaABAg","2021-10-21 07:20:51",1,"From your lips to God\'s ears. If only we taught Capitalism in our public schools!","http://www.youtube.com/channel/UCNyfyK8fGh7I71dbS6VqBTw",
191,"тαρ мє αи∂ ѕєχ ωιтн мє Avery","Entrepreneurs! We must be building parallel economy of people with ethics who do not support corrupt and woke politics and tyrannical mandates. The only way to stop this is to not give them our money. Starve the schools as well and take your kids out of public school!","UgzQQ_OBk_hdVt6Gi3J4AaABAg.9Tkzju3GD2b9U8AaECrASy","Anicetus 56",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzQQ_OBk_hdVt6Gi3J4AaABAg.9Tkzju3GD2b9U8AaECrASy","2021-10-30 16:46:10",0,"Entrepreneurs! We must be building parallel economy of people with ethics who do not support corrupt and woke politics and tyrannical mandates. The only way to stop this is to not give them our money. Starve the schools as well and take your kids out of public school!","http://www.youtube.com/channel/UCmVp53R3nQy4tivZapH2Xgg",
